" Defektu tankis Ndef",270," [i kvadratini mikrometra]"
" Defektu skaicius N",505,""
" Heksagono krastine a",848.4726814764018," [nm]"
" Buferio zonos plotis",30.883078878111064," [nm]"
"","",""
""," x koordinate [nm]"," y koordinate [nm]"
" Heksagono kampas Nr. 1",1696.9453629528036,848.4726814764018
" Heksagono kampas Nr. 2",1272.7090222146028,1583.271578052068
" Heksagono kampas Nr. 3",424.2363407382011,1583.271578052068
" Heksagono kampas Nr. 4",0,848.4726814764019
" Heksagono kampas Nr. 5",424.2363407382005,113.67378490073577
" Heksagono kampas Nr. 6",1272.709022214602,113.6737849007352
"","",""
" Heksagono centras",848.4726814764018,848.4726814764018
"","",""
" Defekto centro x koordinate [m]"," Defekto centro y koordinate [m]"," Defekto spindulys r [m]"
1.3072876267880369e-6,7.949737805256569e-7,5.e-10
3.914815266135229e-7,9.80313194816783e-7,5.e-10
9.972942453998065e-7,4.2608772219611435e-7,5.e-10
1.5833706601374282e-6,9.641165284347363e-7,5.e-10
4.5669673750511653e-7,4.6218901131039575e-7,5.e-10
5.161965466116001e-7,1.3099400963178723e-6,5.e-10
1.0589472432245996e-6,1.3769680849094658e-6,5.e-10
2.67822626184111e-7,5.485305358156322e-7,5.e-10
1.0601133128430405e-6,1.376024537536543e-6,5.e-10
4.294289906032111e-7,6.700927262399867e-7,5.e-10
1.0575780364537028e-6,1.3763554897588728e-6,5.e-10
6.492156957063501e-7,1.9436976700250787e-7,5.e-10
1.364698959976421e-6,1.0639906419070231e-6,5.e-10
1.0157019837736483e-6,1.1528999291964725e-6,5.e-10
2.2102751361884703e-7,1.0810160035205069e-6,5.e-10
2.2053730239939453e-7,1.0795983671213118e-6,5.e-10
1.3640452046213741e-6,1.0653406804011956e-6,5.e-10
1.017178284152889e-6,1.1526343408114601e-6,5.e-10
1.306165829923463e-6,7.939780035452883e-7,5.e-10
6.506346575302111e-7,1.9485612833158843e-7,5.e-10
9.987748907731097e-7,4.263279081210058e-7,5.e-10
2.2021456787083508e-7,1.078133497699119e-6,5.e-10
9.522783577934654e-7,2.1288243881373025e-7,5.e-10
4.580170974758562e-7,4.6290080450203796e-7,5.e-10
9.960169580556441e-7,4.2687419345461193e-7,5.e-10
3.929778115760384e-7,9.804186998448628e-7,5.e-10
1.537876327335571e-6,6.684917572833841e-7,5.e-10
1.3063549513872752e-6,1.3558745355698608e-6,5.e-10
1.305224165168041e-6,1.3548889786073313e-6,5.e-10
1.5838942923344417e-6,9.627108935880386e-7,5.e-10
1.319133449933964e-6,5.230342808391888e-7,5.e-10
5.157604934124734e-7,1.3113753167216889e-6,5.e-10
